,0
2998,4
2999,4
3000,4
3001,4
3002,4
3003,4
3004,3
3005,4
3006,4
3007,4
3008,0
3009,0
3010,0
3011,0
3012,0
3013,0
3014,0
3015,0
3016,0
3017,0
3018,0
3019,0
3020,0
3021,0
3022,0
3023,0
3024,3
3025,3
3026,3
3027,3
3028,3
3029,3
3030,3
3031,3
3032,3
3033,6
3034,3
3035,3
3036,3
3037,1
3038,1
3039,1
3040,1
3041,1
3042,1
3043,1
3044,1
3045,3
3046,4
3047,4
3048,4
3049,4
3050,4
3051,3
3052,7
3053,7
3054,7
3055,7
3056,7
3057,0
3058,0
3059,0
3060,0
3061,0
3062,0
3063,0
3064,0
3065,7
3066,1
3067,1
3068,1
3069,1
3070,1
3071,1
3072,1
3073,1
3074,1
3075,5
3076,5
3077,5
3078,4
3079,2
3080,7
3081,7
3082,7
3083,7
3084,7
3085,7
3086,7
3087,7
3088,7
3089,7
3090,7
3091,7
3092,2
3093,3
3094,2
3095,7
3096,7
3097,7
3098,7
3099,7
3100,1
3101,5
3102,5
3103,5
3104,5
3105,5
3106,2
3107,2
3108,2
3109,2
3110,2
3111,2
3112,2
3113,2
3114,2
3115,2
3116,2
3117,2
3118,2
3119,2
3120,2
3121,2
3122,2
3123,2
3124,2
3125,2
3126,2
3127,2
3128,2
3129,2
3130,2
3131,2
3132,2
3133,2
3134,2
3135,2
3136,2
3137,2
3138,2
3139,2
3140,2
3141,2
3142,2
3143,6
3144,6
3145,6
3146,2
3147,6
3148,6
3149,6
3150,6
3151,6
3152,6
3153,6
3154,6
3155,6
3156,6
3157,6
3158,6
3159,5
3160,5
3161,4
3162,4
3163,4
3164,4
3165,4
3166,4
3167,4
3168,4
3169,4
3170,5
3171,5
3172,5
3173,4
3174,4
3175,4
3176,4
3177,5
3178,5
3179,5
3180,5
3181,5
3182,5
3183,4
3184,4
3185,4
3186,4
3187,4
3188,4
3189,4
3190,7
3191,7
3192,7
3193,7
3194,7
3195,7
3196,7
3197,7
3198,7
3199,7
3200,7
3201,7
3202,7
3203,7
3204,7
3205,7
3206,7
3207,7
3208,7
3209,7
3210,7
3211,7
3212,7
3213,7
3214,7
3215,7
3216,7
3217,7
3218,7
3219,7
3220,7
3221,7
3222,7
3223,7
3224,7
3225,7
3226,7
3227,7
3228,7
3229,7
3230,7
3231,7
