,0
2998,4
2999,4
3000,4
3001,4
3002,4
3003,4
3004,5
3005,4
3006,4
3007,4
3008,1
3009,1
3010,1
3011,1
3012,1
3013,1
3014,1
3015,1
3016,1
3017,1
3018,1
3019,1
3020,1
3021,1
3022,1
3023,1
3024,5
3025,5
3026,5
3027,5
3028,5
3029,5
3030,5
3031,5
3032,5
3033,2
3034,5
3035,5
3036,5
3037,0
3038,0
3039,0
3040,0
3041,0
3042,0
3043,0
3044,0
3045,5
3046,4
3047,4
3048,4
3049,4
3050,4
3051,5
3052,7
3053,7
3054,7
3055,7
3056,7
3057,1
3058,1
3059,1
3060,1
3061,1
3062,1
3063,1
3064,1
3065,7
3066,0
3067,0
3068,0
3069,0
3070,0
3071,0
3072,0
3073,0
3074,0
3075,6
3076,5
3077,5
3078,4
3079,3
3080,7
3081,7
3082,7
3083,7
3084,7
3085,7
3086,7
3087,7
3088,7
3089,7
3090,7
3091,7
3092,3
3093,5
3094,3
3095,7
3096,7
3097,7
3098,7
3099,7
3100,0
3101,6
3102,6
3103,6
3104,6
3105,6
3106,3
3107,3
3108,3
3109,3
3110,3
3111,3
3112,3
3113,3
3114,3
3115,3
3116,3
3117,3
3118,3
3119,3
3120,3
3121,3
3122,3
3123,3
3124,3
3125,3
3126,3
3127,3
3128,3
3129,3
3130,3
3131,3
3132,3
3133,3
3134,3
3135,3
3136,3
3137,3
3138,3
3139,3
3140,3
3141,3
3142,3
3143,2
3144,2
3145,2
3146,3
3147,2
3148,2
3149,2
3150,2
3151,2
3152,2
3153,2
3154,2
3155,2
3156,2
3157,2
3158,2
3159,6
3160,6
3161,4
3162,4
3163,4
3164,4
3165,4
3166,4
3167,4
3168,4
3169,4
3170,6
3171,6
3172,6
3173,4
3174,4
3175,4
3176,4
3177,6
3178,6
3179,6
3180,6
3181,6
3182,6
3183,4
3184,4
3185,4
3186,4
3187,4
3188,4
3189,4
3190,7
3191,7
3192,7
3193,7
3194,7
3195,7
3196,7
3197,7
3198,7
3199,7
3200,7
3201,7
3202,7
3203,7
3204,7
3205,7
3206,7
3207,7
3208,7
3209,7
3210,7
3211,7
3212,7
3213,7
3214,7
3215,7
3216,7
3217,7
3218,7
3219,7
3220,7
3221,7
3222,7
3223,7
3224,7
3225,7
3226,7
3227,7
3228,7
3229,7
3230,7
3231,7
